CarID,ModelID,Engine_Size,Fuel_Type,Year_of_Manufacturing,Mileage,Price,DealerName
C43143,13,1.4,Petrol,1999,142645,3211,"Black, Black and Bishop"
C43144,15,1.2,Petrol,2012,71085,10139,"Walker, Baxter and Daniel"
C43152,6,2.0,Diesel,2004,186404,4599,Collins and Sons
C43153,12,1.2,Hybrid,2002,173927,3196,Guzman-Logan
C43157,8,2.6,Petrol,1997,206934,6215,Richard-George
C43159,5,1.0,Petrol,1989,239390,716,Sandoval Group
C43161,6,1.8,Diesel,2015,55530,24678,"Proctor, Villarreal and Hurley"
C43162,13,2.0,Petrol,2010,72999,13420,"Kramer, Alvarez and Davis"
C43166,14,1.6,Petrol,1996,148110,3351,Adams-Kelly
C43167,8,3.5,Petrol,2009,41829,56818,"Simmons, Fields and Wolf"
C43168,3,3.0,Petrol,2012,55757,27630,Johnson-Turner
C43169,13,1.8,Petrol,1995,160365,2412,"Carlson, Whitaker and Barrett"
C43180,4,1.4,Hybrid,1997,101170,3813,Turner-Walton
C43183,6,2.0,Diesel,2006,210128,4266,"Bailey, Grant and Carter"
C43184,13,2.0,Petrol,1993,116628,3156,Schroeder and Sons
C43186,5,2.0,Petrol,2010,94563,13745,Little-Mcconnell
C43187,15,1.0,Petrol,2010,43007,9691,Turner-Walton
C43190,13,1.2,Petrol,1997,110559,3341,Carr-Shaw
C43192,4,1.0,Petrol,2007,124392,4389,Brown Group
C43198,3,3.0,Petrol,1994,80490,7061,Allen-Jones
C43199,1,4.0,Petrol,1996,125226,12088,Villa and Sons
C43205,3,3.0,Petrol,2015,50979,34779,"Perez, Gordon and Thomas"
C43211,6,1.4,Diesel,1992,197589,1568,Wilcox LLC
C43223,14,1.4,Diesel,2008,89917,11437,Wilcox LLC
C43224,14,1.8,Petrol,2016,33499,30357,Cruz-Castro
C43225,4,1.0,Petrol,2015,42099,13251,Johnson and Sons
C43229,15,2.0,Petrol,1994,148088,2217,Wilson and Sons
C43231,6,1.6,Diesel,2004,90516,8826,Ingram-Mitchell
C43233,12,1.2,Hybrid,2012,108037,10560,Schroeder and Sons
C43234,13,1.4,Hybrid,1997,87793,5113,"Perez, Gordon and Thomas"
C43237,14,1.6,Petrol,2014,35018,24826,Brewer-Sosa
C43240,6,2.0,Hybrid,1996,144508,4382,Miller-Hoover
C43245,6,1.8,Hybrid,2015,56008,28118,Vasquez-Murphy
C43247,4,1.4,Petrol,2011,80321,9374,Smith-Houston
C43248,10,1.0,Hybrid,2008,118993,8835,"Davis, Guerrero and Vasquez"
C43250,5,1.6,Diesel,2006,54783,12948,Brown Inc
C43251,6,1.6,Diesel,1997,139185,3826,Ingram-Mitchell
C43265,14,1.4,Diesel,2022,8316,48191,Vasquez-Murphy
C43278,14,2.0,Diesel,2003,155849,5888,Vasquez-Murphy
C43279,5,2.0,Petrol,1994,137972,3399,Sandoval Group
C43281,15,1.0,Petrol,2007,112334,4940,Smith LLC
C43282,12,1.4,Hybrid,1996,167567,2442,Anderson-Rivas
C43284,9,4.0,Petrol,2006,81623,25782,Brown Group
C43285,1,4.4,Petrol,1989,211754,3841,"Perez, Gordon and Thomas"
C43290,10,1.4,Hybrid,2006,107221,10000,Day LLC
C43294,13,1.4,Petrol,1996,130664,2892,"Hawkins, Stark and Campos"
C43295,15,1.6,Petrol,2014,55254,14834,Macdonald Inc
C43298,14,1.8,Diesel,1994,203297,2041,Turner-Walton
C43311,5,1.6,Petrol,2019,32007,33683,Richard-George
C43314,6,2.0,Diesel,2002,189235,3927,Perez Group
C43322,14,2.0,Diesel,2005,50558,14559,Vasquez-Murphy
C43325,15,1.4,Petrol,2003,180909,2568,"Wagner, Cobb and Jenkins"
C43328,8,2.2,Petrol,2016,36143,74311,Wilson and Sons
C43331,15,1.6,Diesel,2018,29461,23765,Turner-Walton
C43336,15,1.4,Petrol,1998,103831,3418,Johnson-Wilkinson
C43338,12,1.4,Petrol,2005,104248,6131,"Simmons, Fields and Wolf"
C43339,12,1.2,Hybrid,1987,292142,402,Macdonald Inc
C43344,10,1.4,Hybrid,1996,152612,3595,Anderson-Rivas
C43345,14,1.6,Diesel,2014,24070,27756,"Bailey, Grant and Carter"
C43346,14,1.4,Diesel,2019,40526,32937,Vasquez-Murphy
C43348,4,1.4,Hybrid,2021,16190,32554,Brown Group
C43350,10,1.0,Hybrid,1994,183285,2053,"Perez, Gordon and Thomas"
C43354,13,1.8,Petrol,2001,52817,7970,Miller-Hoover
C43355,10,1.0,Hybrid,2006,62485,11558,Schroeder and Sons
C43357,14,1.8,Diesel,1996,156148,3494,Peterson-Ewing
C43358,9,4.0,Diesel,2014,54576,55220,Vasquez-Murphy
C43366,10,1.4,Hybrid,1995,253825,1379,"Brooks, Thomas and Davis"
C43367,15,1.2,Petrol,2018,32561,19253,Wilson and Sons
C43369,15,1.2,Petrol,2003,81501,5182,Cruz-Castro
C43374,11,2.0,Hybrid,1999,149994,6303,"Carlson, Whitaker and Barrett"
C43375,14,1.6,Diesel,1988,263011,749,Gonzales-Morales
C43376,3,2.2,Petrol,2005,137715,8209,Collins and Sons
C43377,8,2.2,Petrol,2019,28588,94831,"Davis, Guerrero and Vasquez"
C43379,12,1.4,Hybrid,2009,70495,12187,"Kramer, Alvarez and Davis"
C43383,15,1.0,Diesel,2011,87146,8140,Cruz-Castro
C43384,6,1.6,Petrol,1998,117348,4621,Richard-George
C43385,13,1.8,Hybrid,1994,70718,5339,Mclean-Miller
C43389,5,1.4,Petrol,2009,106525,9856,Warner-Payne
C43393,14,1.4,Diesel,1992,223683,1313,Brown Group
C43400,1,4.0,Petrol,1994,247984,3677,Macdonald Inc
C43406,5,1.6,Petrol,2000,105543,5825,Brewer-Sosa
C43408,10,1.4,Hybrid,2012,13532,27279,Johnson and Sons
C43417,8,3.0,Petrol,1995,144463,9945,Smith-Houston
C43418,12,1.4,Petrol,2018,34964,23135,"Simmons, Fields and Wolf"
C43423,6,2.0,Diesel,2016,27796,32864,Villa and Sons
C43431,13,2.0,Petrol,2017,51470,24619,Mclean-Miller
C43436,1,4.4,Petrol,1997,50122,22997,Smith-Houston
C43437,12,1.4,Petrol,1992,228292,915,"Carlson, Whitaker and Barrett"
C43439,13,1.4,Petrol,2018,24236,25880,Brown Inc
C43446,5,2.0,Diesel,2018,34058,36553,Guzman-Logan
C43447,15,1.2,Petrol,2016,57050,14512,Johnson and Sons
C43448,8,2.6,Petrol,1999,102714,16699,Gonzales-Morales
C43449,13,1.2,Petrol,2002,79473,5835,Wilcox LLC
C43457,13,2.0,Diesel,1987,421979,135,Lucas PLC
C43463,6,1.6,Diesel,1996,182803,2489,Johnson and Sons
C43468,5,1.4,Diesel,1990,213005,1208,Brewer-Sosa
C43474,8,2.2,Petrol,2009,84171,34180,Brown Inc
C43475,4,1.4,Petrol,2004,115671,4546,Little-Mcconnell
C43479,15,1.2,Petrol,2004,79278,5625,Turner-Walton
C43481,5,2.0,Diesel,2015,14142,33457,Johnson and Sons
C43483,13,2.0,Petrol,2016,28858,26372,"Hawkins, Stark and Campos"
C43492,13,2.0,Diesel,2011,71972,15168,Brown Inc
C43494,5,1.6,Petrol,2001,159923,4053,Perez Group
C43495,2,2.0,Diesel,1993,112864,4704,"Carlson, Whitaker and Barrett"
C43502,13,1.6,Diesel,2002,103620,5954,Johnson and Sons
C43503,12,1.2,Petrol,2013,87674,10907,Mclean-Miller
C43505,10,1.8,Hybrid,2004,171788,5921,Mclean-Miller
C43509,12,1.2,Petrol,1989,148035,1389,Cruz-Castro
C43512,14,2.0,Diesel,1988,225315,1184,Hancock PLC
C43515,12,1.4,Hybrid,2015,34694,22766,"Carlson, Whitaker and Barrett"
C43516,10,1.8,Hybrid,1998,213737,2752,"Carlson, Whitaker and Barrett"
C43519,4,1.4,Petrol,2001,115834,3718,Adams-Kelly
C43520,8,3.0,Petrol,2017,22217,100456,Cruz-Castro
C43524,2,2.0,Petrol,1989,240313,1164,Villa and Sons
C43539,12,1.0,Hybrid,2016,26063,21614,Perez Group
C43540,8,2.6,Petrol,1997,186833,7413,Carr-Shaw
C43541,1,4.0,Petrol,2013,30182,71796,Carr-Shaw
C43543,15,2.0,Petrol,2012,28450,17060,Collins and Sons
C43548,12,1.4,Petrol,2004,145979,4147,"Simmons, Fields and Wolf"
C43553,6,1.6,Petrol,2018,32431,31147,Brown Group
C43562,11,1.8,Hybrid,1984,386793,246,"Brooks, Thomas and Davis"
C43563,12,1.4,Petrol,2003,153264,3656,Gonzales-Morales
C43565,13,1.4,Petrol,2003,172827,3265,Turner-Walton
C43568,10,1.0,Hybrid,1993,194957,1736,Turner-Walton
C43569,5,1.8,Petrol,2018,20377,35693,Wilcox LLC
C43579,11,2.2,Hybrid,2000,86325,11492,Carr-Shaw
C43587,3,2.2,Petrol,2005,157668,6979,Mclean-Miller
C43589,3,2.2,Petrol,1988,220415,1303,"Walker, Baxter and Daniel"
C43601,2,3.0,Petrol,2003,150918,7917,Johnson-Turner
C43607,4,1.0,Petrol,2012,73981,8844,Perez Group
C43608,13,1.8,Petrol,1994,189268,1764,Brown Group
C43610,5,2.0,Diesel,2012,58525,21086,Richard-George
C43611,15,1.6,Diesel,2006,109943,6249,Villa and Sons
C43614,13,1.6,Diesel,2014,53074,18740,Richard-George
C43622,2,2.0,Diesel,2002,92518,9956,Brewer-Sosa
C43623,15,1.2,Petrol,2012,98310,8380,Collins and Sons
C43628,7,2.0,Petrol,2011,89018,20402,Warner-Payne
C43629,6,1.8,Diesel,2011,44273,20273,"Proctor, Villarreal and Hurley"
C43633,13,1.8,Petrol,2007,60414,11328,Villa and Sons
C43641,12,1.2,Hybrid,2018,54123,22870,Smith-Houston
C43646,4,1.4,Petrol,2017,22890,20028,Turner-Walton
C43650,10,1.0,Hybrid,1995,272193,982,Brown Group
C43653,14,1.8,Diesel,2015,44555,27916,Hancock PLC
C43656,4,1.0,Petrol,2002,149011,2584,Little-Mcconnell
C43657,15,1.4,Petrol,1990,251224,575,Nelson-Miller
C43660,9,3.0,Petrol,1995,203249,4052,Brewer-Sosa
C43681,5,1.0,Petrol,2013,62192,14824,Anderson-Rivas
C43684,15,1.2,Petrol,2008,40495,9432,Mclean-Miller
C43689,6,1.4,Diesel,2011,63779,15806,Lucas PLC
C43694,11,2.4,Hybrid,2002,104486,12030,"Bailey, Grant and Carter"
C43698,5,1.6,Diesel,2000,202034,2773,Richard-George
C43702,2,2.4,Petrol,2005,123261,10087,Brewer-Sosa
C43705,10,1.8,Hybrid,1994,224523,1913,Aguilar LLC
C43706,15,1.4,Diesel,2002,148844,3300,Turner-Walton
C43711,15,1.4,Petrol,1995,154533,1881,Macdonald Inc
C43712,12,1.0,Petrol,2015,41905,15361,Anderson-Rivas
C43714,10,1.0,Hybrid,2001,109797,5940,"Carlson, Whitaker and Barrett"
C43715,8,3.5,Petrol,2000,77973,24697,Cruz-Castro
C43717,14,1.8,Diesel,1994,172410,2668,"Black, Black and Bishop"
C43720,11,2.0,Petrol,2011,72372,20927,Smith LLC
C43721,12,1.2,Hybrid,2012,84535,12518,Cruz-Castro
C43726,12,1.0,Petrol,2003,94162,4881,Vasquez-Murphy
C43729,3,2.4,Petrol,2009,82430,16940,Warner-Payne
C43731,13,2.0,Petrol,2002,177334,3513,Vasquez-Murphy
C43736,10,1.4,Hybrid,2000,115031,6321,Brewer-Sosa
C43738,13,1.8,Petrol,2004,124745,5856,"Brooks, Thomas and Davis"
C43741,9,2.6,Diesel,1999,152758,7962,Brown Group
C43742,13,1.8,Diesel,2008,91210,10310,Anderson-Rivas
C43744,11,2.4,Hybrid,2008,85517,20576,Day LLC
C43746,11,1.8,Hybrid,1995,214973,2620,Warner-Payne
C43750,10,1.0,Hybrid,1993,237070,1190,Ingram-Mitchell
C43755,14,1.4,Diesel,1994,150484,2825,Schroeder and Sons
C43762,1,4.0,Petrol,1985,242477,2123,Gonzales-Morales
C43768,13,1.6,Diesel,2008,80062,10511,"Proctor, Villarreal and Hurley"
C43773,11,1.8,Hybrid,2021,15109,65689,Carr-Shaw
C43774,10,1.4,Hybrid,2017,56821,29532,Schroeder and Sons
C43776,9,2.6,Diesel,1986,181129,2636,Hancock PLC
C43779,15,1.0,Petrol,1997,43090,4071,Johnson and Sons
C43786,10,1.8,Hybrid,2021,13039,56510,Johnson-Wilkinson
C43789,10,1.0,Hybrid,1993,230001,1269,Brown Inc
C43801,12,1.0,Hybrid,2014,70797,14345,Brown Inc
C43809,11,1.8,Hybrid,1994,111322,5807,Brown Inc
C43810,14,2.0,Petrol,2014,5534,32647,Ingram-Mitchell
C43811,6,1.8,Diesel,2002,118773,6647,"Simmons, Fields and Wolf"
C43812,6,1.4,Petrol,2006,74886,10016,Little-Mcconnell
C43813,14,1.8,Diesel,2006,66553,13322,"Wagner, Cobb and Jenkins"
C43814,3,3.0,Petrol,1992,101147,5334,Richard-George
C43816,5,1.8,Petrol,2000,147740,4446,"Davis, Guerrero and Vasquez"
C43817,6,2.0,Diesel,1998,168509,3592,Smith LLC
C43823,10,1.4,Hybrid,2012,87724,17188,Johnson-Wilkinson
C43825,6,1.6,Diesel,1998,115774,4911,Smith LLC
C43828,15,1.0,Petrol,2014,101794,8521,"Hawkins, Stark and Campos"
C43830,1,4.4,Petrol,1998,153965,11506,"Black, Black and Bishop"
C43833,9,4.0,Petrol,2000,181301,7907,Macdonald Inc
C43835,14,1.4,Diesel,1994,81909,4757,"Walker, Baxter and Daniel"
C43837,13,1.6,Petrol,2001,143685,3890,"Davis, Guerrero and Vasquez"
C43841,4,1.4,Petrol,1995,204524,1194,Villa and Sons
C43842,8,3.0,Petrol,2013,82297,52796,Smith LLC
C43851,6,1.4,Diesel,2001,156725,4051,"Bailey, Grant and Carter"
C43855,10,1.8,Hybrid,1993,87831,5487,Wilcox LLC
C43861,13,2.0,Diesel,1997,118309,4271,Richard-George
C43866,7,2.4,Petrol,1998,143751,6194,"Walker, Baxter and Daniel"
C43868,15,2.0,Petrol,2001,231513,1715,Day LLC
C43871,6,1.8,Hybrid,1996,127039,4777,Lucas PLC
C43877,12,1.0,Hybrid,1996,222890,1272,Little-Mcconnell
C43879,13,1.8,Diesel,2004,192856,3497,Turner-Walton
C43891,3,3.0,Petrol,2000,145037,6476,Sandoval Group
C43892,6,2.0,Hybrid,1994,208940,2214,"Walker, Baxter and Daniel"
C43896,13,2.0,Diesel,2001,58745,8495,Smith-Houston
C43901,12,1.4,Petrol,2002,59064,6865,Sandoval Group
C43905,13,1.6,Diesel,2005,76398,8825,Johnson and Sons
C43916,11,2.2,Petrol,1991,273681,1077,Hancock PLC
C43922,15,1.6,Petrol,1992,228427,865,Smith LLC
C43927,6,1.6,Diesel,2005,63160,11372,Johnson-Wilkinson
C43930,12,1.4,Hybrid,1992,130324,2534,Little-Mcconnell
C43932,6,1.8,Diesel,2002,149526,5210,Smith LLC
C43936,12,1.2,Hybrid,2018,26409,27002,Brown Inc
C43939,15,1.0,Petrol,1996,157847,1653,Brown Inc
C43942,15,1.4,Petrol,2019,32829,22195,"Walker, Baxter and Daniel"
C43952,14,1.6,Diesel,2006,102086,9799,Johnson and Sons
C43953,6,2.0,Hybrid,2015,71872,26716,"Simmons, Fields and Wolf"
C43954,12,1.2,Petrol,2008,94118,7464,Macdonald Inc
C43960,13,1.4,Diesel,1991,149417,1872,"Wagner, Cobb and Jenkins"
C43964,15,1.2,Petrol,2010,26555,11690,Adams-Kelly
C43966,5,1.0,Hybrid,1992,46220,4852,Schroeder and Sons
C43968,11,1.8,Hybrid,1996,42439,10613,Adams-Kelly
C43969,12,1.4,Hybrid,2006,63588,10444,"Brooks, Thomas and Davis"
C43972,5,2.0,Petrol,2018,34009,34822,Aguilar LLC
C43977,10,1.4,Hybrid,1989,151719,2271,Guzman-Logan
C43980,4,1.4,Petrol,1998,133146,2661,Perez Group
C43987,10,1.8,Hybrid,1986,140610,2307,"Brooks, Thomas and Davis"
C43997,13,1.8,Diesel,2007,134214,6972,Brewer-Sosa
C44000,15,2.0,Petrol,1995,129784,2744,Anderson-Rivas
C44001,5,1.0,Petrol,2005,71166,8195,"Davis, Guerrero and Vasquez"
C44004,4,1.0,Petrol,2012,71981,8964,Brown Group
C44012,12,1.4,Petrol,2006,93190,7103,Brewer-Sosa
C44014,6,1.6,Diesel,1995,107579,4277,Johnson-Wilkinson
C44018,1,4.4,Petrol,2007,69483,39533,Warner-Payne
C44019,14,1.8,Petrol,1990,228936,1183,Sandoval Group
C44020,3,2.2,Petrol,2006,132552,9143,Villa and Sons
C44023,4,1.4,Petrol,1999,182334,1893,Schroeder and Sons
C44025,12,1.0,Hybrid,1987,169837,1111,Smith Ltd
C44027,6,1.8,Diesel,2005,100860,9286,Brown Group
C44033,11,1.8,Hybrid,1998,151843,5510,Schroeder and Sons
C44034,11,2.0,Hybrid,2004,163400,7873,Carr-Shaw
C44041,12,1.4,Hybrid,1992,66786,4021,Mclean-Miller
C44043,4,1.4,Petrol,1998,150965,2305,"Walker, Baxter and Daniel"
C44045,14,1.6,Petrol,2001,65994,8603,Hancock PLC
C44046,4,1.4,Petrol,1998,197913,1546,Johnson and Sons
C44052,14,1.8,Petrol,2017,36926,31803,Cruz-Castro
C44054,1,5.0,Petrol,2006,98951,32089,"Carlson, Whitaker and Barrett"
C44059,7,4.0,Petrol,2020,15504,83326,"Wagner, Cobb and Jenkins"
C44068,10,1.0,Hybrid,2016,39504,25987,Aguilar LLC
C44070,10,1.8,Hybrid,2004,129540,8365,Allen-Jones
C44071,1,4.0,Petrol,2007,140644,22279,"Kramer, Alvarez and Davis"
C44074,4,1.2,Petrol,1988,252641,448,Johnson-Wilkinson
C44077,6,1.6,Diesel,1991,265377,847,Brewer-Sosa
C44078,12,1.4,Hybrid,1999,180454,2673,Miller-Hoover
C44085,12,1.2,Hybrid,2020,20151,31949,Warner-Payne
C44089,9,4.0,Petrol,2001,195950,7443,"Perez, Gordon and Thomas"
C44090,10,1.0,Hybrid,2003,131892,5726,Lucas PLC
C44091,11,2.2,Hybrid,2004,84640,15182,Lucas PLC
C44094,5,1.8,Diesel,1994,126117,3718,Gonzales-Morales
C44099,4,1.2,Petrol,1989,162507,1064,"Kramer, Alvarez and Davis"
C44101,5,1.6,Hybrid,1998,85090,7090,Day LLC
C44102,10,1.4,Hybrid,1997,188639,2833,Lucas PLC
C44103,6,1.4,Diesel,2015,42595,23582,Turner-Walton
C44106,11,2.4,Petrol,2003,123286,9294,Nelson-Miller
C44109,14,1.8,Diesel,1996,159454,3399,Brown Inc
C44112,10,1.0,Hybrid,2009,86481,11998,Wilson and Sons
C44114,14,1.4,Diesel,2000,129591,4984,Smith LLC
C44117,11,1.8,Hybrid,1995,96910,6905,Warner-Payne
C44128,3,3.0,Petrol,2016,24495,43500,Nelson-Miller
C44129,4,1.2,Petrol,1991,220277,735,Collins and Sons
C44130,12,1.4,Hybrid,2008,112823,8428,Lucas PLC
C44135,10,1.0,Hybrid,1988,237257,851,Mclean-Miller
C44136,11,2.4,Hybrid,1986,172696,2402,Brewer-Sosa
C44137,14,1.4,Diesel,2001,173468,3719,Schroeder and Sons
C44142,5,1.8,Petrol,2000,173170,3598,Schroeder and Sons
C44143,4,1.2,Petrol,2000,152706,2404,Richard-George
C44150,3,2.0,Petrol,2001,125739,6589,Wilcox LLC
C44153,1,4.0,Petrol,1991,159808,6555,"Bailey, Grant and Carter"
C44156,5,2.0,Petrol,1986,231154,894,Smith Ltd
C44157,14,1.4,Diesel,2008,75353,12656,Adams-Kelly
C44158,1,4.4,Petrol,2011,111987,38140,Gonzales-Morales
C44160,15,1.2,Petrol,1989,152353,1188,Smith LLC
C44161,12,1.0,Hybrid,1998,203407,1730,Richard-George
C44162,14,2.0,Diesel,2013,39997,26472,"Brooks, Thomas and Davis"
C44170,14,1.8,Petrol,1996,204599,2196,Guzman-Logan
C44175,1,4.4,Petrol,2002,57653,30604,Cruz-Castro
C44179,6,1.8,Diesel,2015,60827,23854,Allen-Jones
C44182,11,2.2,Hybrid,2021,2650,77504,"Davis, Guerrero and Vasquez"
C44188,4,1.0,Petrol,2016,51711,13351,Wilson and Sons
C44189,10,1.0,Hybrid,1989,266372,695,Johnson and Sons
C44191,6,1.6,Diesel,2011,58702,17463,Warner-Payne
C44193,13,1.8,Petrol,2009,56590,13265,Wilcox LLC
C44195,13,1.2,Hybrid,2017,29755,26069,Smith LLC
C44197,15,2.0,Petrol,2016,35609,21369,Macdonald Inc
C44198,11,2.0,Hybrid,2004,98705,13092,Johnson and Sons
C44201,13,1.8,Petrol,2005,129390,6036,Ingram-Mitchell
C44210,10,1.4,Hybrid,1998,129410,4950,Smith Ltd
C44212,5,1.4,Petrol,1989,261975,688,Allen-Jones
C44213,6,1.4,Petrol,2004,114680,6582,"Kramer, Alvarez and Davis"
C44215,13,1.8,Petrol,1994,160087,2261,Mclean-Miller
C44217,7,2.4,Petrol,1994,177541,3581,"Carlson, Whitaker and Barrett"
C44219,10,1.0,Hybrid,2005,74068,10012,"Simmons, Fields and Wolf"
C44220,13,1.4,Petrol,2020,18973,30446,"Brooks, Thomas and Davis"
C44224,13,1.2,Diesel,2016,48663,19062,Turner-Walton
C44226,13,2.0,Diesel,1992,154310,2298,"Walker, Baxter and Daniel"
C44229,4,1.4,Petrol,2015,28672,16965,"Black, Black and Bishop"
C44230,2,2.0,Diesel,2019,18694,49389,Peterson-Ewing
C44231,13,1.2,Hybrid,2010,103560,10050,Macdonald Inc
C44232,14,1.6,Diesel,2008,101263,11264,"Brooks, Thomas and Davis"
C44233,5,2.0,Petrol,1995,112562,4427,Johnson-Turner
C44234,15,1.4,Petrol,1994,225404,951,"Black, Black and Bishop"
C44235,5,2.0,Diesel,1990,288943,716,Carr-Shaw
C44236,3,2.2,Petrol,2007,97510,12751,Nelson-Miller
C44237,15,1.4,Petrol,1996,178397,1645,Miller-Hoover
C44241,12,1.0,Hybrid,2006,152501,4557,Brown Group
C44245,6,1.4,Diesel,2019,20507,34983,Guzman-Logan
C44247,9,4.0,Petrol,1993,190265,4588,Perez Group
C44260,6,1.4,Petrol,2010,86572,12062,Miller-Hoover
C44261,4,1.2,Petrol,2021,12966,25554,Adams-Kelly
C44276,10,1.4,Hybrid,2013,99733,16854,Hancock PLC
C44277,10,1.4,Hybrid,2004,107745,8718,Smith-Houston
C44283,5,1.4,Petrol,2015,41614,22801,Wilson and Sons
C44288,4,1.0,Petrol,2001,125714,2912,Guzman-Logan
C44289,5,1.8,Petrol,2014,37537,24783,"Brooks, Thomas and Davis"
C44291,9,3.0,Petrol,2016,34772,58721,"Carlson, Whitaker and Barrett"
C44292,6,1.4,Diesel,1996,130844,3578,Mclean-Miller
C44297,6,1.4,Diesel,1989,243789,847,"Walker, Baxter and Daniel"
C44304,7,2.0,Petrol,1990,61566,6063,Brown Group
C44306,13,1.6,Petrol,1992,97933,3035,Warner-Payne
C44311,4,1.4,Petrol,2008,96628,6838,Cruz-Castro
C44316,13,1.6,Diesel,2003,191620,3118,Brown Inc
C44321,10,1.0,Hybrid,2012,44509,19312,Carr-Shaw
C44329,5,2.0,Diesel,2012,46917,22683,Collins and Sons
C44335,6,1.6,Petrol,2014,50807,21356,Smith-Houston
C44337,13,1.8,Petrol,2011,78224,13134,Brown Inc
C44338,3,2.0,Petrol,2015,26802,32798,Peterson-Ewing
C44339,13,1.8,Petrol,2010,85030,11720,Aguilar LLC
C44341,15,1.0,Petrol,2017,40452,15694,"Kramer, Alvarez and Davis"
C44342,14,1.8,Diesel,2002,36438,12320,Turner-Walton
C44344,7,4.0,Petrol,1991,187397,3477,Sandoval Group
C44346,12,1.4,Hybrid,2003,164892,3983,"Bailey, Grant and Carter"
C44347,10,1.4,Hybrid,2000,172124,3988,"Bailey, Grant and Carter"
C44349,15,2.0,Diesel,1988,194642,1052,Brewer-Sosa
C44355,1,4.4,Petrol,1992,167963,6864,Villa and Sons
C44356,15,1.2,Petrol,1989,148459,1227,Anderson-Rivas
C44357,10,1.4,Hybrid,1998,125730,5095,"Proctor, Villarreal and Hurley"
C44359,13,1.4,Diesel,2014,62769,16474,Turner-Walton
C44360,10,1.8,Hybrid,2008,97590,13908,Smith-Houston
C44362,10,1.0,Hybrid,2005,103850,8107,Day LLC
C44363,8,2.6,Petrol,2012,68664,50448,"Perez, Gordon and Thomas"
C44367,6,1.4,Hybrid,2003,143168,5910,Ingram-Mitchell
C44371,2,2.0,Diesel,2014,77385,24637,Collins and Sons
C44372,14,1.8,Diesel,2016,32368,32085,"Davis, Guerrero and Vasquez"
C44374,12,1.4,Hybrid,2011,81160,12949,"Carlson, Whitaker and Barrett"
C44375,10,1.0,Hybrid,2010,67896,14563,Mclean-Miller
C44376,15,1.6,Petrol,2011,65012,11403,"Perez, Gordon and Thomas"
C44379,3,3.0,Petrol,2009,85148,18584,"Hawkins, Stark and Campos"
C44381,13,1.8,Diesel,2010,109230,10326,Guzman-Logan
C44382,4,1.2,Petrol,1996,147442,1922,Brown Group
C44390,5,1.4,Petrol,2010,83527,12436,Brown Group
C44391,13,2.0,Diesel,2008,109885,9479,Gonzales-Morales
C44394,13,1.2,Petrol,2001,108071,4445,Aguilar LLC
C44395,12,1.4,Hybrid,1993,167556,1999,Smith LLC
C44396,10,1.0,Hybrid,2001,22368,10553,"Simmons, Fields and Wolf"
C44398,5,2.0,Petrol,1996,91002,5545,Johnson-Wilkinson
C44402,7,4.0,Petrol,1991,231890,2340,Gonzales-Morales
C44405,15,1.6,Diesel,1999,90481,4518,"Perez, Gordon and Thomas"
C44409,14,2.0,Petrol,1996,151701,3638,Warner-Payne
C44415,13,1.8,Petrol,1988,192285,1151,"Bailey, Grant and Carter"
C44419,14,1.6,Petrol,2002,126418,5944,"Kramer, Alvarez and Davis"
C44420,6,1.6,Diesel,1993,221520,1448,Macdonald Inc
C44422,10,1.8,Hybrid,2018,47104,38044,Smith Ltd
C44423,11,2.0,Hybrid,2013,64566,30223,"Perez, Gordon and Thomas"
C44425,10,1.8,Hybrid,2007,86212,14114,Smith-Houston
C44427,5,2.0,Petrol,2012,84308,16891,Gonzales-Morales
C44429,11,2.2,Hybrid,2011,92929,22830,Villa and Sons
C44430,12,1.4,Hybrid,2009,45745,14283,Smith Ltd
C44432,13,1.2,Hybrid,2019,34730,28940,"Wagner, Cobb and Jenkins"
C44437,5,1.8,Diesel,2013,38031,24272,Gonzales-Morales
C44438,12,1.0,Petrol,1998,27814,5371,Richard-George
C44440,5,1.4,Petrol,1995,220717,1498,Smith-Houston
C44441,15,1.2,Petrol,1995,339467,321,Adams-Kelly
C44442,10,1.4,Hybrid,2002,130590,6404,"Black, Black and Bishop"
C44444,14,1.8,Petrol,1995,221728,1762,Vasquez-Murphy
C44447,6,1.8,Petrol,2020,21428,40178,"Walker, Baxter and Daniel"
C44452,12,1.2,Petrol,1995,181719,1562,Johnson-Wilkinson
C44455,7,4.0,Petrol,2009,67005,29365,Wilson and Sons
C44466,6,1.4,Hybrid,1993,204608,1801,"Wagner, Cobb and Jenkins"
C44470,5,1.6,Diesel,2019,34372,34884,Little-Mcconnell
C44476,14,1.6,Petrol,1998,105691,5331,Smith-Houston
C44478,6,1.4,Diesel,2012,91958,13929,"Brooks, Thomas and Davis"
C44484,2,3.0,Diesel,2019,18701,60487,Johnson and Sons
C44485,10,1.0,Hybrid,2021,8397,43163,Johnson-Wilkinson
C44486,1,4.4,Petrol,2007,134283,24583,Sandoval Group
C44489,15,1.6,Petrol,1994,181279,1501,Anderson-Rivas
C44490,11,2.4,Hybrid,1998,214464,3712,"Proctor, Villarreal and Hurley"
C44492,11,2.0,Hybrid,1984,275020,763,Brown Group
C44497,11,2.0,Hybrid,1992,164144,3516,Adams-Kelly
C44498,4,1.2,Petrol,2009,97523,6723,Little-Mcconnell
