ServiceID,CarID,Date_of_Service,ServiceType,Cost_of_Service
S78789,C26159,09/03/2022,Tire Replacement,362.0
S78805,C26165,09/06/2023,Clutch Replacement,170.0
S78812,C26167,09/04/2023,Coolant Flush,248.0
S78813,C26167,17/08/2024,Major Service,219.0
S78818,C26169,15/03/2025,Transmission Check,462.0
S78840,C26176,25/01/2023,Spark Plug Replacement,182.0
S78841,C26176,11/08/2022,Spark Plug Replacement,288.0
S78842,C26176,12/01/2023,Oil Change,363.0
S78844,C26177,15/10/2020,Coolant Flush,494.0
S78846,C26177,12/06/2024,Transmission Check,105.0
S78849,C26179,28/01/2021,Tire Replacement,255.0
S78850,C26179,20/08/2023,Brake Replacement,204.0
S78872,C26186,16/11/2020,Clutch Replacement,229.0
S78874,C26186,27/05/2025,Brake Replacement,411.0
S78875,C26186,24/11/2021,Air Filter Replacement,150.0
S78945,C26211,21/05/2024,Battery Replacement,145.0
S78946,C26211,21/09/2024,Coolant Flush,261.0
S78970,C26217,10/09/2021,Spark Plug Replacement,200.0
S78977,C26219,19/09/2021,Wheel Alignment,357.0
S79019,C26236,01/05/2023,Oil Change,280.0
S79020,C26236,21/09/2020,Coolant Flush,144.0
S79025,C26238,07/04/2024,Air Filter Replacement,62.0
S79026,C26238,19/03/2021,Suspension Check,63.0
S79027,C26238,28/01/2024,Wheel Alignment,262.0
S79035,C26242,18/09/2020,Spark Plug Replacement,374.0
S79036,C26242,21/07/2024,Suspension Check,275.0
S79038,C26242,26/09/2021,Major Service,130.0
S79048,C26245,20/04/2021,Transmission Check,177.0
S79078,C26255,13/02/2023,Clutch Replacement,467.0
S79081,C26255,12/03/2025,Wheel Alignment,307.0
S79082,C26255,07/09/2024,Spark Plug Replacement,144.0
S79098,C26261,04/09/2023,Oil Change,136.0
S79124,C26269,30/09/2020,Wheel Alignment,71.0
S79136,C26274,24/10/2020,Battery Replacement,269.0
S79137,C26274,13/11/2022,Brake Replacement,55.0
S79144,C26276,27/08/2023,Major Service,477.0
S79159,C26281,07/06/2021,Major Service,320.0
S79173,C26287,16/12/2023,Battery Replacement,313.0
S79174,C26287,01/11/2022,Wheel Alignment,272.0
S79194,C26295,29/12/2023,Spark Plug Replacement,260.0
S79195,C26295,12/09/2024,Tire Replacement,148.0
S79207,C26301,26/09/2020,Air Filter Replacement,165.0
S79210,C26301,07/06/2023,Oil Change,391.0
S79223,C26307,12/04/2024,Suspension Check,82.0
S79225,C26307,17/12/2021,Spark Plug Replacement,176.0
S79227,C26309,27/05/2025,Oil Change,98.0
S79228,C26309,18/01/2024,Spark Plug Replacement,381.0
S79229,C26309,20/05/2025,Oil Change,275.0
S79243,C26315,23/12/2020,Battery Replacement,214.0
S79247,C26317,15/07/2024,Wheel Alignment,314.0
S79248,C26318,18/10/2023,Suspension Check,230.0
S79249,C26318,02/01/2023,Tire Replacement,444.0
S79250,C26318,01/04/2023,Wheel Alignment,472.0
S79253,C26320,19/10/2024,Spark Plug Replacement,56.0
S79254,C26320,03/08/2025,Coolant Flush,283.0
S79255,C26320,02/07/2022,Coolant Flush,284.0
S79262,C26324,22/11/2020,Transmission Check,143.0
S79271,C26327,15/09/2022,Clutch Replacement,494.0
S79277,C26329,04/03/2025,Spark Plug Replacement,285.0
S79280,C26331,21/03/2021,Major Service,115.0
S79287,C26333,13/11/2021,Clutch Replacement,141.0
S79288,C26333,06/11/2024,Oil Change,146.0
S79290,C26334,04/09/2023,Major Service,329.0
S79291,C26334,23/10/2022,Transmission Check,466.0
S79292,C26334,21/04/2024,Oil Change,412.0
S79293,C26335,01/12/2022,Air Filter Replacement,113.0
S79294,C26336,30/10/2022,Major Service,484.0
S79295,C26336,02/02/2022,Clutch Replacement,468.0
S79296,C26336,06/09/2021,Wheel Alignment,429.0
S79303,C26339,26/07/2021,Suspension Check,123.0
S79310,C26342,12/08/2023,Wheel Alignment,218.0
S79312,C26342,01/12/2024,Coolant Flush,231.0
S79318,C26344,26/07/2025,Clutch Replacement,322.0
S79321,C26344,28/07/2024,Wheel Alignment,418.0
S79334,C26349,07/04/2022,Wheel Alignment,246.0
S79349,C26355,17/05/2022,Brake Replacement,103.0
S79351,C26355,26/06/2022,Suspension Check,105.0
S79353,C26355,23/04/2021,Oil Change,475.0
S79361,C26358,20/05/2021,Major Service,281.0
S79374,C26362,13/06/2024,Major Service,303.0
S79375,C26362,06/08/2025,Coolant Flush,457.0
S79379,C26363,24/10/2024,Transmission Check,196.0
S79386,C26365,17/03/2023,Clutch Replacement,353.0
S79394,C26367,11/04/2021,Clutch Replacement,433.0
S79395,C26367,23/08/2022,Air Filter Replacement,494.0
S79409,C26372,28/12/2023,Oil Change,483.0
S79410,C26372,31/01/2025,Battery Replacement,85.0
S79416,C26375,26/10/2023,Oil Change,158.0
S79419,C26375,24/11/2022,Clutch Replacement,67.0
S79429,C26379,14/05/2021,Wheel Alignment,158.0
S79430,C26379,29/06/2023,Oil Change,192.0
S79432,C26379,17/01/2024,Brake Replacement,145.0
S79444,C26384,10/01/2024,Tire Replacement,53.0
S79445,C26384,27/05/2023,Major Service,382.0
S79447,C26384,27/12/2024,Wheel Alignment,332.0
S79461,C26390,27/12/2024,Clutch Replacement,69.0
S79462,C26390,25/07/2022,Major Service,199.0
S79463,C26390,01/12/2024,Major Service,149.0
S79486,C26396,14/11/2020,Brake Replacement,161.0
S79489,C26397,01/07/2023,Brake Replacement,286.0
S79510,C26404,25/07/2024,Suspension Check,131.0
S79525,C26410,23/06/2023,Air Filter Replacement,323.0
S79528,C26411,11/05/2022,Brake Replacement,214.0
S79537,C26414,26/07/2025,Tire Replacement,312.0
S79557,C26420,22/01/2021,Air Filter Replacement,348.0
S79558,C26420,24/03/2022,Coolant Flush,336.0
S79589,C26430,01/01/2021,Suspension Check,141.0
S79590,C26430,04/12/2022,Clutch Replacement,436.0
S79591,C26431,14/03/2024,Major Service,488.0
S79592,C26431,12/10/2024,Wheel Alignment,256.0
S79593,C26431,19/07/2021,Clutch Replacement,482.0
S79600,C26434,06/09/2020,Oil Change,343.0
S79601,C26434,05/09/2021,Coolant Flush,347.0
S79602,C26434,29/01/2023,Tire Replacement,287.0
S79604,C26435,30/05/2023,Suspension Check,182.0
S79606,C26435,27/11/2021,Oil Change,402.0
S79640,C26445,31/03/2023,Brake Replacement,214.0
S79641,C26445,02/09/2020,Oil Change,450.0
S79642,C26445,22/06/2021,Tire Replacement,422.0
S79670,C26453,24/09/2023,Brake Replacement,355.0
S79686,C26459,22/06/2021,Major Service,301.0
S79703,C26464,28/07/2023,Wheel Alignment,420.0
S79732,C26474,18/04/2023,Spark Plug Replacement,153.0
S79738,C26477,23/01/2023,Suspension Check,162.0
S79776,C26492,18/07/2025,Air Filter Replacement,366.0
S79777,C26492,30/11/2023,Battery Replacement,296.0
S79778,C26492,30/01/2021,Oil Change,127.0
S79781,C26493,02/09/2020,Brake Replacement,470.0
S79786,C26496,02/02/2022,Major Service,335.0
S79788,C26496,30/05/2024,Tire Replacement,87.0
S79792,C26498,23/11/2020,Major Service,488.0
S79793,C26498,25/02/2023,Spark Plug Replacement,471.0
S79809,C26504,28/01/2023,Brake Replacement,160.0
S79819,C26507,04/04/2023,Clutch Replacement,182.0
S79820,C26507,25/01/2023,Spark Plug Replacement,333.0
S79822,C26507,12/01/2022,Tire Replacement,472.0
S79823,C26508,21/08/2022,Wheel Alignment,350.0
S79824,C26508,26/10/2023,Coolant Flush,313.0
S79825,C26508,15/03/2022,Clutch Replacement,164.0
S79836,C26512,13/02/2023,Battery Replacement,353.0
S79838,C26512,30/11/2022,Air Filter Replacement,145.0
S79839,C26512,03/01/2025,Brake Replacement,415.0
S79856,C26518,04/06/2022,Wheel Alignment,102.0
S79870,C26523,20/08/2025,Coolant Flush,171.0
S79874,C26525,08/05/2021,Brake Replacement,56.0
S79875,C26525,28/05/2025,Brake Replacement,311.0
S79886,C26530,04/02/2022,Transmission Check,474.0
S79887,C26530,04/03/2024,Major Service,231.0
S79888,C26530,27/05/2025,Suspension Check,479.0
S79900,C26534,19/04/2022,Clutch Replacement,425.0
S79916,C26539,23/08/2022,Transmission Check,282.0
S79917,C26539,31/08/2021,Spark Plug Replacement,453.0
S79926,C26541,04/08/2021,Coolant Flush,261.0
S79932,C26543,26/11/2023,Major Service,95.0
S79939,C26545,07/05/2025,Spark Plug Replacement,470.0
S79940,C26545,23/10/2022,Spark Plug Replacement,273.0
S79941,C26545,18/05/2024,Clutch Replacement,321.0
S79943,C26546,12/08/2023,Major Service,243.0
S79944,C26546,26/01/2025,Transmission Check,78.0
S79945,C26547,08/03/2024,Tire Replacement,340.0
S79954,C26551,28/09/2022,Coolant Flush,153.0
S79979,C26560,17/05/2021,Oil Change,267.0
S79986,C26562,31/05/2023,Air Filter Replacement,163.0
S79988,C26562,23/09/2023,Spark Plug Replacement,222.0
S79989,C26562,31/08/2024,Battery Replacement,383.0
S80001,C26566,21/03/2024,Transmission Check,475.0
S80026,C26575,04/12/2020,Oil Change,374.0
S80027,C26575,08/07/2022,Transmission Check,335.0
S80028,C26575,27/06/2021,Battery Replacement,97.0
S80048,C26582,28/01/2024,Major Service,312.0
S80049,C26582,23/12/2020,Suspension Check,494.0
S80050,C26582,27/09/2022,Wheel Alignment,353.0
S80069,C26588,27/06/2023,Spark Plug Replacement,326.0
S80070,C26588,15/04/2025,Oil Change,459.0
S80071,C26588,02/08/2023,Coolant Flush,169.0
S80089,C26594,14/12/2022,Tire Replacement,266.0
S80090,C26594,16/04/2024,Wheel Alignment,161.0
S80091,C26595,09/01/2025,Major Service,308.0
S80092,C26595,16/06/2021,Clutch Replacement,488.0
S80110,C26601,28/04/2025,Air Filter Replacement,465.0
S80143,C26611,01/11/2021,Major Service,104.0
S80144,C26611,22/10/2021,Wheel Alignment,442.0
S80145,C26611,03/05/2023,Wheel Alignment,275.0
S80146,C26612,27/09/2022,Wheel Alignment,99.0
S80156,C26616,11/10/2020,Spark Plug Replacement,309.0
S80176,C26621,31/01/2024,Air Filter Replacement,246.0
S80177,C26622,30/12/2023,Suspension Check,485.0
S80193,C26626,29/08/2023,Wheel Alignment,304.0
S80194,C26626,07/05/2025,Transmission Check,486.0
S80195,C26626,30/07/2021,Air Filter Replacement,276.0
S80220,C26634,09/03/2021,Major Service,274.0
S80222,C26634,20/10/2021,Air Filter Replacement,349.0
S80223,C26635,09/02/2025,Suspension Check,351.0
S80224,C26635,15/03/2023,Tire Replacement,145.0
S80225,C26635,28/11/2022,Coolant Flush,311.0
S80235,C26638,14/07/2021,Transmission Check,222.0
S80236,C26638,18/06/2023,Transmission Check,81.0
S80258,C26645,07/05/2023,Coolant Flush,299.0
S80273,C26648,29/09/2020,Clutch Replacement,314.0
S80290,C26654,05/04/2025,Coolant Flush,211.0
S80345,C26675,02/04/2025,Major Service,122.0
S80404,C26693,08/07/2025,Major Service,205.0
S80418,C26696,20/03/2021,Major Service,206.0
S80431,C26703,14/08/2021,Battery Replacement,106.0
S80476,C26720,08/08/2024,Coolant Flush,305.0
S80477,C26720,04/09/2022,Suspension Check,488.0
S80478,C26720,25/08/2022,Tire Replacement,297.0
S80485,C26723,21/07/2022,Clutch Replacement,156.0
S80486,C26723,08/08/2024,Tire Replacement,416.0
S80497,C26727,15/06/2025,Battery Replacement,423.0
S80499,C26727,14/01/2025,Oil Change,152.0
S80506,C26731,04/06/2023,Transmission Check,249.0
S80511,C26734,23/04/2025,Suspension Check,405.0
S80516,C26736,03/08/2025,Transmission Check,101.0
S80517,C26736,01/05/2024,Brake Replacement,190.0
S80526,C26739,25/01/2023,Clutch Replacement,261.0
S80562,C26750,17/12/2022,Air Filter Replacement,58.0
S80564,C26750,29/06/2023,Air Filter Replacement,242.0
S80565,C26750,02/07/2024,Battery Replacement,108.0
S80573,C26753,15/12/2020,Battery Replacement,94.0
S80574,C26753,15/10/2023,Coolant Flush,461.0
S80590,C26759,09/07/2022,Coolant Flush,251.0
S80592,C26760,30/10/2024,Brake Replacement,124.0
S80593,C26760,06/05/2025,Coolant Flush,173.0
S80595,C26760,22/11/2020,Brake Replacement,317.0
S80612,C26765,01/06/2023,Wheel Alignment,54.0
S80627,C26769,25/10/2023,Clutch Replacement,156.0
S80628,C26769,27/08/2024,Oil Change,462.0
S80630,C26769,01/10/2021,Spark Plug Replacement,289.0
S80631,C26770,02/05/2024,Clutch Replacement,141.0
S80632,C26770,26/05/2025,Coolant Flush,466.0
S80633,C26771,31/08/2025,Clutch Replacement,306.0
S80635,C26771,15/10/2020,Wheel Alignment,115.0
S80643,C26773,21/11/2021,Brake Replacement,423.0
S80654,C26777,21/12/2023,Suspension Check,61.0
S80655,C26777,23/06/2023,Oil Change,293.0
S80673,C26783,15/04/2025,Suspension Check,286.0
S80674,C26783,05/02/2025,Coolant Flush,125.0
S80677,C26783,23/01/2022,Major Service,385.0
S80696,C26790,24/09/2022,Brake Replacement,365.0
S80697,C26790,27/05/2025,Wheel Alignment,306.0
S80702,C26793,07/11/2020,Wheel Alignment,483.0
S80703,C26793,22/04/2024,Spark Plug Replacement,145.0
S80708,C26795,28/10/2021,Tire Replacement,256.0
S80728,C26801,03/12/2021,Transmission Check,193.0
S80739,C26809,25/07/2025,Coolant Flush,498.0
S80740,C26809,22/12/2023,Clutch Replacement,61.0
S80742,C26809,23/04/2023,Suspension Check,426.0
S80750,C26813,26/07/2022,Air Filter Replacement,148.0
S80752,C26813,07/11/2020,Wheel Alignment,93.0
S80753,C26813,22/04/2021,Major Service,103.0
S80762,C26816,08/02/2023,Air Filter Replacement,379.0
S80764,C26817,06/11/2020,Clutch Replacement,61.0
S80775,C26821,30/11/2021,Wheel Alignment,266.0
S80778,C26821,02/09/2020,Tire Replacement,201.0
S80779,C26821,05/06/2021,Battery Replacement,457.0
S80780,C26822,27/11/2020,Clutch Replacement,444.0
S80781,C26823,04/10/2024,Air Filter Replacement,107.0
S80841,C26846,19/03/2024,Wheel Alignment,402.0
S80846,C26849,30/07/2021,Oil Change,391.0
S80849,C26849,29/03/2025,Transmission Check,397.0
S80856,C26853,30/11/2022,Air Filter Replacement,191.0
S80865,C26857,23/04/2024,Air Filter Replacement,239.0
S80866,C26857,24/04/2024,Major Service,424.0
S80867,C26857,30/09/2024,Brake Replacement,393.0
S80875,C26860,08/11/2021,Battery Replacement,246.0
S80876,C26860,21/03/2022,Wheel Alignment,396.0
S80877,C26860,02/05/2021,Suspension Check,154.0
S80913,C26870,16/12/2023,Battery Replacement,155.0
S80943,C26879,25/07/2023,Spark Plug Replacement,291.0
S80968,C26886,13/12/2021,Brake Replacement,456.0
S80969,C26886,14/08/2024,Suspension Check,318.0
S80977,C26889,30/07/2023,Major Service,87.0
S80980,C26890,23/03/2021,Tire Replacement,65.0
S80989,C26892,29/07/2024,Transmission Check,97.0
S80997,C26895,18/07/2023,Brake Replacement,334.0
S81114,C26930,07/04/2024,Tire Replacement,319.0
S81115,C26930,16/09/2021,Battery Replacement,470.0
S81116,C26930,02/07/2025,Oil Change,80.0
S81124,C26932,14/03/2022,Suspension Check,171.0
S81126,C26932,27/01/2024,Major Service,145.0
S81127,C26933,19/12/2021,Coolant Flush,115.0
S81136,C26935,03/03/2022,Wheel Alignment,385.0
S81140,C26937,03/11/2020,Spark Plug Replacement,154.0
S81141,C26937,04/05/2025,Battery Replacement,382.0
S81142,C26937,05/12/2020,Brake Replacement,126.0
S81151,C26940,08/11/2021,Wheel Alignment,215.0
S81152,C26940,21/05/2025,Wheel Alignment,157.0
S81153,C26940,26/08/2021,Transmission Check,481.0
S81161,C26942,30/10/2024,Oil Change,203.0
S81194,C26952,03/09/2022,Battery Replacement,136.0
S81224,C26962,12/06/2025,Battery Replacement,394.0
S81237,C26968,25/04/2022,Battery Replacement,435.0
S81244,C26971,06/03/2023,Transmission Check,276.0
S81245,C26971,11/12/2024,Spark Plug Replacement,302.0
S81246,C26971,01/09/2025,Coolant Flush,117.0
S81260,C26977,15/05/2024,Brake Replacement,302.0
S81266,C26979,19/02/2022,Brake Replacement,112.0
S81267,C26979,14/06/2021,Spark Plug Replacement,495.0
S81268,C26979,11/04/2025,Spark Plug Replacement,480.0
S81271,C26981,27/05/2024,Battery Replacement,446.0
S81286,C26986,02/03/2021,Transmission Check,328.0
S81290,C26989,08/02/2022,Clutch Replacement,380.0
S81298,C26992,16/12/2021,Air Filter Replacement,254.0
S81300,C26992,14/09/2023,Transmission Check,376.0
S81301,C26992,08/09/2020,Oil Change,117.0
S81303,C26993,25/08/2022,Air Filter Replacement,187.0
S81305,C26993,01/09/2025,Transmission Check,197.0
S81307,C26993,18/06/2021,Air Filter Replacement,125.0
S81309,C26995,17/11/2020,Battery Replacement,225.0
S81310,C26995,23/04/2023,Spark Plug Replacement,287.0
S81311,C26996,22/12/2024,Wheel Alignment,408.0
S81326,C27001,28/02/2025,Suspension Check,297.0
S81342,C27007,11/11/2024,Battery Replacement,59.0
S81354,C27012,04/02/2021,Transmission Check,222.0
S81372,C27020,11/08/2022,Oil Change,218.0
S81373,C27020,27/04/2022,Spark Plug Replacement,140.0
S81374,C27020,23/01/2025,Tire Replacement,347.0
S81386,C27024,06/04/2024,Oil Change,229.0
S81387,C27024,23/03/2025,Battery Replacement,347.0
S81405,C27030,06/12/2024,Coolant Flush,462.0
S81407,C27030,18/09/2020,Transmission Check,247.0
S81409,C27031,22/11/2020,Suspension Check,368.0
S81410,C27031,12/11/2022,Spark Plug Replacement,209.0
S81423,C27037,08/12/2020,Wheel Alignment,381.0
S81435,C27041,20/05/2023,Clutch Replacement,321.0
S81436,C27041,15/02/2021,Spark Plug Replacement,218.0
S81437,C27041,13/06/2021,Spark Plug Replacement,210.0
S81493,C27061,11/04/2021,Transmission Check,482.0
S81499,C27063,28/01/2022,Oil Change,457.0
S81500,C27064,14/06/2024,Air Filter Replacement,235.0
S81515,C27071,01/02/2021,Major Service,126.0
S81522,C27073,11/11/2024,Transmission Check,125.0
S81523,C27073,07/11/2020,Tire Replacement,188.0
S81527,C27075,15/02/2021,Brake Replacement,293.0
S81543,C27081,26/06/2023,Tire Replacement,251.0
S81569,C27089,17/08/2021,Clutch Replacement,204.0
S81570,C27089,16/12/2023,Tire Replacement,320.0
S81575,C27091,01/07/2022,Major Service,404.0
S81576,C27091,20/03/2025,Wheel Alignment,474.0
S81578,C27092,19/03/2022,Air Filter Replacement,237.0
S81579,C27092,12/08/2022,Major Service,165.0
S81580,C27092,17/12/2022,Tire Replacement,493.0
S81581,C27093,09/12/2023,Clutch Replacement,188.0
S81582,C27093,26/01/2023,Spark Plug Replacement,494.0
S81585,C27093,30/03/2025,Clutch Replacement,116.0
S81589,C27096,04/12/2023,Major Service,334.0
S81600,C27099,17/03/2024,Coolant Flush,275.0
S81601,C27099,01/10/2023,Suspension Check,254.0
S81633,C27109,27/05/2022,Brake Replacement,468.0
S81634,C27109,12/04/2023,Coolant Flush,72.0
S81635,C27109,08/05/2024,Wheel Alignment,348.0
S81671,C27124,07/12/2020,Tire Replacement,389.0
S81700,C27133,02/02/2022,Wheel Alignment,158.0
S81701,C27133,12/06/2022,Oil Change,265.0
S81702,C27134,13/10/2020,Spark Plug Replacement,141.0
S81704,C27134,05/09/2020,Air Filter Replacement,181.0
S81711,C27136,29/06/2022,Oil Change,84.0
S81719,C27139,17/09/2024,Air Filter Replacement,98.0
S81720,C27139,05/11/2022,Tire Replacement,381.0
S81730,C27143,28/03/2022,Clutch Replacement,70.0
S81732,C27143,23/09/2023,Suspension Check,189.0
S81740,C27146,29/03/2025,Battery Replacement,319.0
S81748,C27149,15/01/2022,Tire Replacement,242.0
S81750,C27149,09/08/2022,Major Service,170.0
S81751,C27149,24/11/2023,Transmission Check,318.0
S81765,C27155,23/01/2025,Wheel Alignment,228.0
S81767,C27155,26/01/2024,Clutch Replacement,321.0
S81781,C27162,10/02/2022,Brake Replacement,218.0
S81783,C27164,27/02/2023,Oil Change,426.0
S81813,C27176,23/05/2023,Tire Replacement,89.0
S81842,C27185,13/01/2023,Battery Replacement,321.0
S81854,C27188,17/07/2024,Clutch Replacement,151.0
S81858,C27190,04/01/2024,Transmission Check,180.0
S81859,C27190,10/12/2024,Brake Replacement,235.0
S81860,C27190,20/03/2022,Coolant Flush,206.0
S81865,C27192,29/08/2024,Clutch Replacement,70.0
S81900,C27205,07/10/2021,Tire Replacement,361.0
S81901,C27205,12/04/2023,Transmission Check,410.0
S81926,C27212,07/05/2022,Major Service,500.0
S81946,C27219,02/01/2025,Battery Replacement,209.0
S81948,C27219,28/03/2025,Spark Plug Replacement,62.0
S81950,C27219,09/06/2022,Brake Replacement,309.0
S81960,C27225,23/08/2024,Coolant Flush,478.0
S81972,C27228,30/03/2024,Spark Plug Replacement,109.0
S81980,C27230,03/10/2021,Coolant Flush,257.0
S82001,C27239,26/02/2022,Suspension Check,239.0
S82003,C27239,25/09/2023,Air Filter Replacement,77.0
S82004,C27239,12/11/2021,Transmission Check,69.0
S82007,C27240,22/12/2022,Wheel Alignment,426.0
S82017,C27244,24/09/2020,Brake Replacement,70.0
S82018,C27244,10/08/2021,Wheel Alignment,372.0
S82031,C27250,02/03/2025,Coolant Flush,146.0
S82039,C27253,18/12/2024,Tire Replacement,288.0
S82040,C27253,23/12/2021,Clutch Replacement,280.0
S82099,C27270,09/07/2025,Transmission Check,249.0
S82100,C27270,18/08/2024,Major Service,166.0
S82101,C27270,14/02/2023,Oil Change,199.0
S82102,C27271,22/03/2021,Oil Change,258.0
S82103,C27271,03/04/2023,Brake Replacement,228.0
S82104,C27271,24/01/2024,Air Filter Replacement,242.0
S82106,C27272,27/05/2024,Major Service,151.0
S82107,C27272,14/05/2023,Transmission Check,301.0
S82141,C27283,08/08/2021,Tire Replacement,369.0
S82143,C27283,28/10/2021,Tire Replacement,355.0
S82165,C27291,20/08/2022,Oil Change,114.0
S82166,C27291,28/02/2024,Transmission Check,71.0
S82170,C27293,05/08/2025,Clutch Replacement,234.0
S82172,C27293,25/01/2025,Suspension Check,130.0
S82180,C27297,05/05/2023,Brake Replacement,142.0
S82182,C27297,10/11/2023,Tire Replacement,178.0
S82185,C27298,21/08/2022,Clutch Replacement,79.0
S82186,C27298,24/08/2021,Battery Replacement,149.0
S82209,C27306,23/02/2022,Transmission Check,346.0
S82212,C27306,22/09/2022,Transmission Check,455.0
S82224,C27311,09/08/2025,Suspension Check,388.0
S82244,C27318,25/01/2022,Wheel Alignment,243.0
S82247,C27319,18/11/2023,Brake Replacement,253.0
S82304,C27336,27/08/2025,Spark Plug Replacement,211.0
S82305,C27337,27/05/2024,Brake Replacement,474.0
S82306,C27337,29/06/2024,Spark Plug Replacement,58.0
S82307,C27338,07/08/2021,Clutch Replacement,361.0
S82308,C27338,18/11/2022,Air Filter Replacement,261.0
S82313,C27340,05/06/2024,Oil Change,499.0
S82315,C27340,26/01/2022,Suspension Check,356.0
S82316,C27340,07/05/2025,Spark Plug Replacement,64.0
S82335,C27347,23/07/2022,Battery Replacement,223.0
S82370,C27360,04/09/2020,Oil Change,56.0
S82391,C27367,01/05/2023,Clutch Replacement,69.0
S82393,C27367,12/04/2024,Brake Replacement,324.0
S82396,C27369,27/02/2024,Tire Replacement,191.0
S82397,C27369,17/02/2025,Battery Replacement,96.0
S82410,C27374,01/02/2025,Spark Plug Replacement,175.0
S82411,C27374,08/02/2025,Major Service,321.0
S82412,C27374,25/10/2022,Major Service,226.0
S82459,C27392,10/10/2021,Oil Change,72.0
S82462,C27392,09/09/2021,Major Service,259.0
S82463,C27393,09/02/2023,Tire Replacement,152.0
S82465,C27393,01/10/2022,Spark Plug Replacement,97.0
S82466,C27394,09/01/2025,Major Service,393.0
S82467,C27394,02/10/2023,Tire Replacement,443.0
S82468,C27394,04/03/2024,Major Service,393.0
S82470,C27396,22/03/2022,Suspension Check,165.0
S82487,C27402,17/10/2021,Tire Replacement,438.0
S82494,C27405,29/02/2024,Major Service,140.0
S82496,C27405,09/11/2022,Coolant Flush,283.0
S82497,C27405,14/10/2020,Major Service,106.0
S82542,C27422,29/03/2022,Major Service,215.0
S82543,C27422,10/02/2024,Suspension Check,294.0
S82544,C27422,13/02/2023,Major Service,455.0
S82549,C27424,21/07/2022,Air Filter Replacement,315.0
S82584,C27435,20/12/2022,Oil Change,314.0
S82587,C27437,16/03/2023,Air Filter Replacement,270.0
S82590,C27437,11/04/2024,Suspension Check,209.0
S82606,C27442,23/12/2021,Brake Replacement,410.0
S82608,C27442,15/01/2023,Coolant Flush,225.0
S82610,C27443,23/05/2022,Air Filter Replacement,121.0
S82611,C27443,02/02/2022,Brake Replacement,270.0
S82612,C27443,10/04/2023,Clutch Replacement,332.0
S82633,C27451,13/12/2020,Clutch Replacement,266.0
S82694,C27472,02/10/2022,Spark Plug Replacement,404.0
S82703,C27474,22/05/2021,Brake Replacement,312.0
S82704,C27474,02/11/2022,Coolant Flush,294.0
S82711,C27478,03/09/2021,Clutch Replacement,378.0
S82712,C27478,25/05/2023,Battery Replacement,259.0
S82717,C27480,18/11/2023,Wheel Alignment,76.0
S82746,C27489,13/04/2022,Suspension Check,488.0
S82747,C27489,10/11/2021,Tire Replacement,404.0
S82748,C27489,29/07/2024,Major Service,394.0
S82765,C27496,26/10/2022,Clutch Replacement,471.0
S82766,C27496,23/08/2023,Wheel Alignment,367.0
S82767,C27496,14/05/2022,Brake Replacement,227.0
S82786,C27502,11/01/2024,Wheel Alignment,444.0
S82788,C27503,25/10/2020,Brake Replacement,64.0
S82789,C27503,22/07/2024,Transmission Check,282.0
S82800,C27506,15/11/2021,Tire Replacement,477.0
S82801,C27506,12/02/2024,Transmission Check,456.0
S82818,C27513,19/07/2023,Coolant Flush,314.0
S82834,C27520,19/07/2025,Transmission Check,61.0
S82836,C27521,26/05/2022,Spark Plug Replacement,242.0
S82874,C27536,28/09/2020,Coolant Flush,187.0
S82875,C27536,08/04/2023,Suspension Check,210.0
S82882,C27539,22/01/2021,Brake Replacement,274.0
S82883,C27539,17/03/2021,Wheel Alignment,226.0
S82884,C27540,21/09/2023,Transmission Check,143.0
S82885,C27540,03/02/2024,Oil Change,174.0
S82887,C27540,06/02/2025,Clutch Replacement,467.0
S82930,C27555,08/08/2025,Tire Replacement,127.0
S82931,C27556,06/12/2023,Spark Plug Replacement,53.0
S82937,C27558,25/05/2021,Spark Plug Replacement,491.0
S82953,C27563,07/10/2021,Battery Replacement,410.0
S82954,C27563,11/03/2023,Clutch Replacement,391.0
S82960,C27566,10/12/2020,Brake Replacement,419.0
S82961,C27566,05/09/2020,Wheel Alignment,87.0
S82967,C27569,20/01/2025,Coolant Flush,187.0
S82968,C27569,12/02/2021,Transmission Check,152.0
S82969,C27569,06/11/2020,Suspension Check,265.0
S82980,C27573,09/04/2025,Coolant Flush,366.0
S82999,C27579,08/01/2025,Suspension Check,469.0
S83001,C27579,27/11/2022,Transmission Check,385.0
S83003,C27579,10/01/2022,Suspension Check,495.0
S83023,C27588,23/11/2021,Transmission Check,130.0
S83026,C27588,06/07/2021,Oil Change,144.0
S83027,C27588,25/04/2025,Oil Change,348.0
S83030,C27591,24/05/2025,Oil Change,258.0
S83031,C27591,13/02/2024,Coolant Flush,366.0
S83033,C27591,03/10/2020,Wheel Alignment,307.0
S83047,C27596,26/01/2023,Battery Replacement,344.0
S83048,C27596,20/12/2021,Clutch Replacement,476.0
S83049,C27596,28/10/2024,Clutch Replacement,61.0
S83069,C27605,15/07/2024,Major Service,97.0
S83070,C27605,19/12/2021,Transmission Check,263.0
S83071,C27605,12/07/2025,Battery Replacement,337.0
S83106,C27617,31/08/2022,Oil Change,305.0
S83107,C27617,09/09/2022,Air Filter Replacement,311.0
S83109,C27617,31/05/2024,Major Service,153.0
S83117,C27619,23/06/2021,Spark Plug Replacement,118.0
S83129,C27624,04/02/2021,Air Filter Replacement,71.0
