AccidentID,CarID,Date_of_Accident,Description,Cost_of_Repair,Severity
A54692,C36415,06/09/2021,Tire puncture during accident,1924.0,Moderate
A54693,C36416,30/07/2023,Hood dent from minor crash,3978.0,Major
A54694,C36417,05/06/2022,Side swipe from passing vehicle,4374.0,Major
A54695,C36417,27/05/2025,Side swipe from passing vehicle,4042.0,Minor
A54696,C36417,20/04/2023,Damage from pothole incident,4084.0,Minor
A54697,C36419,29/11/2021,Minor parking lot accident,3422.0,Severe
A54699,C36421,03/06/2025,Minor collision at roundabout,3422.0,Minor
A54705,C36424,07/02/2023,Door dent from tight parking,4007.0,Moderate
A54706,C36424,04/07/2025,Hood dent from minor crash,4392.0,Minor
A54707,C36424,28/08/2024,Scratched paint on rear bumper,3461.0,Severe
A54723,C36435,10/05/2024,Parking lot scrape,871.0,Minor
A54724,C36435,12/07/2022,Rear bumper collision,1145.0,Moderate
A54725,C36435,05/11/2020,Accident on slippery road,603.0,Minor
A54726,C36438,26/05/2024,Collision with pole,1091.0,Major
A54727,C36439,21/08/2025,Rear bumper collision,1408.0,Moderate
A54728,C36439,20/10/2023,Front-end collision,390.0,Severe
A54729,C36441,31/12/2021,Minor parking lot accident,597.0,Moderate
A54730,C36441,23/05/2024,Parking lot scrape,2092.0,Major
A54731,C36441,18/03/2024,Parking lot scrape,3817.0,Moderate
A54737,C36444,03/06/2022,Side mirror broken,838.0,Severe
A54738,C36444,08/12/2021,Front bumper scrape,2424.0,Moderate
A54739,C36444,11/04/2022,Damage from pothole incident,3402.0,Major
A54746,C36448,22/05/2025,Door dent from tight parking,3487.0,Major
A54747,C36449,21/02/2022,Rear-end hit at traffic light,1133.0,Severe
A54748,C36450,08/03/2022,Door dent from tight parking,4641.0,Minor
A54749,C36450,07/05/2025,Scratched paint on rear bumper,1939.0,Minor
A54750,C36450,10/05/2023,Damage from pothole incident,1525.0,Major
A54753,C36455,06/09/2020,Accident on slippery road,2831.0,Minor
A54754,C36455,21/12/2024,Head-on collision,4903.0,Severe
A54755,C36455,30/12/2022,Parking lot scrape,1857.0,Minor
A54761,C36459,05/03/2024,Windshield damage,3018.0,Minor
A54762,C36459,17/02/2024,Side panel scratch,2403.0,Major
A54763,C36459,11/01/2024,Minor collision at roundabout,2333.0,Major
A54768,C36463,06/06/2024,Head-on collision,644.0,Minor
A54769,C36463,14/04/2021,Collision with pole,3997.0,Moderate
A54776,C36466,29/07/2023,Rear bumper collision,2916.0,Severe
A54777,C36468,04/08/2022,Side swipe from passing vehicle,4733.0,Severe
A54778,C36468,15/01/2025,Rear quarter panel dent,3224.0,Major
A54783,C36475,11/07/2024,Front-end collision,3392.0,Major
A54790,C36479,23/09/2022,Head-on collision,1623.0,Moderate
A54792,C36481,25/08/2022,Head-on collision,4987.0,Severe
A54793,C36481,26/02/2022,Windshield damage,2053.0,Severe
A54794,C36481,29/06/2024,Accident on slippery road,1055.0,Major
A54813,C36493,09/11/2021,Tire puncture during accident,3993.0,Minor
A54814,C36494,04/02/2024,Windshield damage,4832.0,Moderate
A54815,C36494,04/03/2022,Accident on slippery road,1192.0,Moderate
A54816,C36494,20/09/2024,Scratched paint on rear bumper,2640.0,Minor
A54817,C36495,29/09/2020,Rear bumper collision,2579.0,Severe
A54824,C36501,31/08/2021,Collision with pole,1001.0,Minor
A54825,C36502,07/12/2023,Side mirror broken,4528.0,Major
A54826,C36502,30/12/2024,Front-end collision,1886.0,Minor
A54827,C36502,03/03/2023,Rear quarter panel dent,1846.0,Severe
A54828,C36503,23/02/2022,Accident on slippery road,1625.0,Moderate
A54829,C36503,12/07/2022,Side mirror broken,3144.0,Major
A54830,C36503,22/04/2023,Front-end collision,1356.0,Minor
A54842,C36512,06/12/2024,Rear quarter panel dent,4745.0,Severe
A54843,C36512,17/04/2022,Head-on collision,2246.0,Minor
A54844,C36512,16/05/2022,Scratched paint on rear bumper,3721.0,Moderate
A54857,C36519,15/10/2023,Minor parking lot accident,989.0,Major
A54858,C36519,28/09/2023,Accident on slippery road,2729.0,Severe
A54859,C36519,03/04/2024,Side mirror broken,2994.0,Severe
A54863,C36522,06/06/2025,Side panel scratch,2705.0,Major
A54865,C36524,23/10/2022,Collision with pole,2325.0,Major
A54866,C36524,26/09/2020,Windshield damage,1419.0,Severe
A54867,C36524,19/07/2025,Front-end collision,831.0,Minor
A54868,C36525,26/03/2023,Side mirror broken,2825.0,Minor
A54869,C36525,15/10/2024,Minor parking lot accident,866.0,Severe
A54870,C36525,07/08/2022,Minor parking lot accident,4105.0,Major
A54876,C36530,27/01/2022,Windshield damage,1991.0,Major
A54877,C36530,28/11/2023,Rear quarter panel dent,2343.0,Major
A54880,C36533,02/06/2023,Fender scratch from curb,110.0,Major
A54882,C36536,20/06/2022,Rear quarter panel dent,3753.0,Minor
A54883,C36536,28/10/2022,Minor parking lot accident,1618.0,Moderate
A54884,C36536,23/01/2022,Rear quarter panel dent,3999.0,Moderate
A54887,C36538,26/02/2025,Front bumper scrape,3700.0,Minor
A54889,C36540,24/07/2022,Side swipe from passing vehicle,2484.0,Moderate
A54890,C36540,02/07/2023,Fender scratch from curb,1264.0,Severe
A54892,C36543,06/08/2021,Fender scratch from curb,993.0,Minor
A54896,C36550,18/03/2021,Side mirror broken,604.0,Moderate
A54897,C36550,26/10/2024,Hood dent from minor crash,2650.0,Major
A54898,C36550,23/12/2022,Rear-end hit at traffic light,4268.0,Minor
A54899,C36551,18/07/2022,Collision with pole,2643.0,Minor
A54900,C36551,26/10/2020,Front-end collision,4261.0,Major
A54901,C36551,10/09/2024,Door dent from tight parking,1110.0,Minor
A54905,C36553,24/10/2024,Collision with pole,689.0,Moderate
A54913,C36558,25/04/2021,Scratched paint on rear bumper,4133.0,Major
A54914,C36558,10/10/2024,Accident on slippery road,3778.0,Minor
A54915,C36558,14/01/2025,Rear-end hit at traffic light,1884.0,Severe
A54926,C36566,23/07/2022,Collision with pole,3043.0,Severe
A54927,C36566,07/03/2021,Rear quarter panel dent,1651.0,Minor
A54928,C36566,15/05/2022,Accident on slippery road,3791.0,Minor
A54936,C36572,15/11/2023,Rear bumper collision,3761.0,Moderate
A54942,C36582,01/08/2023,Hood dent from minor crash,3451.0,Moderate
A54947,C36586,07/05/2021,Tire puncture during accident,2139.0,Moderate
A54948,C36586,09/05/2021,Door dent from tight parking,1248.0,Severe
A54954,C36589,14/08/2024,Fender scratch from curb,647.0,Minor
A54955,C36589,25/08/2025,Damage from pothole incident,1755.0,Severe
A54956,C36589,15/02/2025,Parking lot scrape,2844.0,Severe
A54964,C36598,07/06/2021,Minor parking lot accident,2379.0,Moderate
A54965,C36600,19/03/2022,Collision with pole,1784.0,Major
A54966,C36602,15/06/2023,Collision with pole,2306.0,Major
A54971,C36607,01/06/2025,Fender scratch from curb,571.0,Severe
A54974,C36609,15/09/2023,Tire puncture during accident,2077.0,Major
A54981,C36616,25/04/2023,Head-on collision,1878.0,Moderate
A54982,C36616,28/07/2025,Minor parking lot accident,3119.0,Minor
A54983,C36617,06/06/2025,Front bumper scrape,3203.0,Minor
A54984,C36617,10/03/2022,Side swipe from passing vehicle,2364.0,Minor
A54985,C36617,14/04/2022,Rear bumper collision,1449.0,Minor
A54990,C36620,25/04/2022,Fender scratch from curb,2120.0,Moderate
A55008,C36630,11/04/2022,Scratched paint on rear bumper,1011.0,Major
A55009,C36630,02/11/2020,Fender scratch from curb,1490.0,Severe
A55010,C36630,28/09/2021,Damage from pothole incident,1105.0,Minor
A55024,C36639,18/04/2024,Rear-end hit at traffic light,604.0,Major
A55025,C36639,12/04/2022,Rear-end hit at traffic light,4761.0,Moderate
A55029,C36642,25/08/2022,Accident on slippery road,823.0,Moderate
A55030,C36642,30/09/2024,Minor fender bender,1694.0,Minor
A55036,C36656,27/02/2025,Side mirror broken,3892.0,Severe
A55037,C36656,02/08/2021,Hood dent from minor crash,543.0,Moderate
A55038,C36656,15/02/2023,Fender scratch from curb,2835.0,Severe
A55048,C36664,26/04/2024,Fender scratch from curb,3458.0,Severe
A55054,C36667,05/04/2025,Minor collision at roundabout,4564.0,Moderate
A55055,C36667,24/05/2022,Head-on collision,2686.0,Severe
A55059,C36670,14/05/2021,Hood dent from minor crash,2976.0,Moderate
A55060,C36671,01/09/2022,Front-end collision,2367.0,Major
A55061,C36671,06/05/2021,Front-end collision,1740.0,Moderate
A55062,C36673,27/12/2022,Tire puncture during accident,2261.0,Major
A55063,C36673,20/07/2021,Side swipe from passing vehicle,4089.0,Moderate
A55064,C36673,03/09/2020,Head-on collision,1072.0,Minor
A55071,C36677,06/07/2025,Side panel scratch,3573.0,Major
A55076,C36682,02/11/2022,Rear quarter panel dent,1379.0,Severe
A55077,C36682,24/05/2023,Side panel scratch,3617.0,Moderate
A55087,C36688,07/05/2023,Fender scratch from curb,1482.0,Moderate
A55090,C36691,04/08/2023,Fender scratch from curb,4699.0,Moderate
A55091,C36691,31/12/2023,Minor fender bender,1262.0,Minor
A55092,C36691,19/10/2024,Tire puncture during accident,2450.0,Moderate
A55093,C36692,22/08/2023,Tire puncture during accident,4318.0,Severe
A55094,C36692,26/08/2022,Front bumper scrape,4394.0,Severe
A55102,C36697,14/11/2020,Scratched paint on rear bumper,727.0,Severe
A55103,C36697,06/06/2023,Head-on collision,2750.0,Major
A55104,C36698,20/04/2024,Damage from pothole incident,2360.0,Minor
A55105,C36698,19/08/2021,Damage from pothole incident,3067.0,Severe
A55106,C36698,09/11/2021,Rear quarter panel dent,1423.0,Severe
A55123,C36708,13/03/2023,Side panel scratch,4198.0,Moderate
A55124,C36708,29/02/2024,Parking lot scrape,1038.0,Moderate
A55125,C36709,30/09/2020,Collision with pole,4159.0,Minor
A55126,C36709,27/04/2022,Damage from pothole incident,4932.0,Severe
A55127,C36711,13/05/2023,Front bumper scrape,4607.0,Major
A55128,C36711,10/02/2022,Side swipe from passing vehicle,4555.0,Severe
A55129,C36711,10/08/2023,Side panel scratch,2130.0,Moderate
A55140,C36718,20/11/2024,Minor collision at roundabout,191.0,Severe
A55141,C36718,31/08/2022,Side mirror broken,928.0,Minor
A55142,C36718,26/11/2020,Minor parking lot accident,3969.0,Minor
A55144,C36720,08/01/2023,Door dent from tight parking,3569.0,Moderate
A55148,C36722,12/03/2022,Front-end collision,2348.0,Major
A55154,C36727,25/04/2025,Minor parking lot accident,1835.0,Minor
A55155,C36727,30/01/2025,Front bumper scrape,201.0,Moderate
A55161,C36733,24/07/2025,Side swipe from passing vehicle,4272.0,Moderate
A55162,C36733,07/09/2022,Rear quarter panel dent,4361.0,Minor
A55163,C36733,20/01/2023,Parking lot scrape,1466.0,Moderate
A55181,C36747,08/08/2021,Minor collision at roundabout,1804.0,Minor
A55182,C36747,28/06/2023,Damage from pothole incident,2840.0,Severe
A55183,C36747,12/12/2020,Rear-end hit at traffic light,4924.0,Minor
A55186,C36750,11/09/2020,Rear quarter panel dent,3405.0,Major
A55190,C36753,12/08/2025,Front-end collision,3908.0,Severe
A55191,C36753,20/02/2023,Minor fender bender,4790.0,Moderate
A55203,C36760,15/08/2021,Door dent from tight parking,190.0,Major
A55207,C36762,11/07/2025,Minor collision at roundabout,2049.0,Moderate
A55208,C36763,28/03/2022,Rear-end hit at traffic light,3948.0,Severe
A55209,C36763,25/12/2024,Front bumper scrape,4031.0,Moderate
A55210,C36764,09/03/2023,Side swipe from passing vehicle,293.0,Moderate
A55221,C36773,05/02/2025,Minor fender bender,4114.0,Moderate
A55222,C36773,22/11/2022,Head-on collision,393.0,Major
A55223,C36773,30/06/2023,Rear quarter panel dent,478.0,Major
A55224,C36774,18/07/2022,Side swipe from passing vehicle,3394.0,Major
A55225,C36775,30/09/2020,Minor fender bender,2189.0,Minor
A55226,C36776,28/01/2023,Tire puncture during accident,3168.0,Major
A55227,C36776,27/07/2021,Head-on collision,2027.0,Minor
A55228,C36776,14/05/2023,Side panel scratch,4760.0,Moderate
A55236,C36782,22/01/2021,Scratched paint on rear bumper,207.0,Minor
A55237,C36782,31/01/2023,Head-on collision,3019.0,Minor
A55243,C36787,26/08/2023,Accident on slippery road,3186.0,Severe
A55247,C36790,05/07/2021,Side swipe from passing vehicle,4351.0,Minor
A55248,C36790,21/11/2023,Rear bumper collision,1407.0,Severe
A55259,C36796,16/06/2022,Side mirror broken,3018.0,Major
A55260,C36796,07/11/2023,Fender scratch from curb,2695.0,Severe
A55261,C36796,25/09/2021,Fender scratch from curb,1675.0,Major
A55275,C36804,23/09/2021,Windshield damage,564.0,Severe
A55276,C36804,07/03/2024,Accident on slippery road,2431.0,Minor
A55280,C36809,16/03/2023,Scratched paint on rear bumper,235.0,Minor
A55281,C36809,26/12/2023,Head-on collision,1174.0,Moderate
A55282,C36810,30/03/2022,Fender scratch from curb,2740.0,Major
A55288,C36814,04/06/2021,Minor fender bender,4457.0,Severe
A55289,C36814,04/01/2023,Rear-end hit at traffic light,4419.0,Major
A55290,C36814,16/08/2025,Parking lot scrape,886.0,Moderate
A55303,C36824,07/03/2024,Tire puncture during accident,4187.0,Severe
A55304,C36824,20/08/2024,Fender scratch from curb,4645.0,Moderate
A55305,C36824,09/09/2021,Head-on collision,3110.0,Moderate
A55313,C36833,03/11/2022,Side mirror broken,2484.0,Major
A55314,C36833,11/04/2024,Rear-end hit at traffic light,4165.0,Moderate
A55315,C36833,08/01/2024,Minor fender bender,2353.0,Severe
A55317,C36835,19/04/2024,Rear-end hit at traffic light,3859.0,Minor
A55318,C36836,05/10/2021,Front bumper scrape,3888.0,Severe
A55362,C36870,04/08/2025,Side panel scratch,3744.0,Minor
A55363,C36870,16/03/2021,Fender scratch from curb,4068.0,Severe
A55364,C36870,19/08/2022,Minor collision at roundabout,3056.0,Major
A55368,C36872,07/08/2021,Door dent from tight parking,3396.0,Major
A55369,C36872,10/09/2024,Front-end collision,1015.0,Severe
A55372,C36874,14/07/2023,Minor parking lot accident,529.0,Severe
A55373,C36874,10/09/2020,Minor collision at roundabout,4791.0,Moderate
A55374,C36875,01/08/2023,Rear-end hit at traffic light,4909.0,Minor
A55381,C36880,26/10/2020,Side mirror broken,4062.0,Severe
A55383,C36882,22/03/2024,Minor fender bender,1743.0,Minor
A55384,C36882,07/01/2022,Fender scratch from curb,960.0,Moderate
A55393,C36890,14/04/2023,Front bumper scrape,2669.0,Moderate
A55394,C36891,23/01/2025,Minor fender bender,4467.0,Major
A55395,C36891,06/08/2024,Accident on slippery road,3836.0,Severe
A55396,C36891,16/06/2023,Side mirror broken,2981.0,Severe
A55400,C36894,13/02/2025,Fender scratch from curb,2152.0,Moderate
A55401,C36898,18/02/2024,Side mirror broken,3654.0,Minor
A55402,C36901,04/07/2024,Minor fender bender,4660.0,Severe
A55403,C36901,13/03/2024,Rear-end hit at traffic light,4084.0,Major
A55404,C36901,29/01/2024,Collision with pole,3559.0,Severe
A55420,C36911,23/10/2024,Collision with pole,1677.0,Major
A55429,C36918,26/11/2024,Front bumper scrape,1391.0,Minor
A55430,C36918,23/07/2022,Rear-end hit at traffic light,331.0,Minor
A55431,C36919,29/01/2024,Scratched paint on rear bumper,2266.0,Major
A55432,C36919,20/10/2024,Windshield damage,449.0,Major
A55433,C36919,09/08/2023,Minor parking lot accident,4545.0,Severe
A55437,C36921,26/12/2020,Tire puncture during accident,2950.0,Moderate
A55440,C36923,01/04/2023,Front-end collision,2023.0,Major
A55441,C36923,02/03/2024,Rear-end hit at traffic light,3294.0,Minor
A55444,C36925,14/04/2021,Front-end collision,3802.0,Severe
A55445,C36925,23/09/2022,Minor fender bender,4455.0,Severe
A55448,C36928,06/05/2021,Rear-end hit at traffic light,2115.0,Major
A55449,C36928,15/03/2021,Side swipe from passing vehicle,122.0,Severe
A55450,C36928,22/09/2021,Parking lot scrape,784.0,Major
A55460,C36935,19/07/2025,Parking lot scrape,4671.0,Major
A55461,C36935,03/07/2023,Minor parking lot accident,3615.0,Moderate
A55462,C36935,16/02/2024,Accident on slippery road,3078.0,Major
A55467,C36938,08/02/2022,Damage from pothole incident,3187.0,Moderate
A55468,C36938,25/12/2024,Front bumper scrape,2385.0,Minor
A55472,C36942,02/04/2023,Side swipe from passing vehicle,4377.0,Moderate
A55496,C36957,09/01/2023,Accident on slippery road,457.0,Major
A55497,C36957,06/10/2020,Damage from pothole incident,4552.0,Minor
A55551,C36990,05/03/2024,Head-on collision,2034.0,Major
A55552,C36990,22/12/2021,Minor collision at roundabout,989.0,Minor
A55555,C36992,05/06/2025,Fender scratch from curb,1644.0,Major
A55556,C36992,20/05/2024,Minor collision at roundabout,4075.0,Major
A55558,C36998,23/07/2025,Hood dent from minor crash,3977.0,Minor
A55559,C36999,07/05/2022,Minor parking lot accident,4008.0,Major
A55560,C36999,24/11/2024,Rear-end hit at traffic light,1613.0,Severe
A55561,C36999,04/09/2023,Rear quarter panel dent,914.0,Major
A55572,C37006,16/10/2021,Fender scratch from curb,964.0,Minor
A55573,C37006,06/03/2023,Minor fender bender,3351.0,Severe
A55576,C37008,30/01/2024,Hood dent from minor crash,3640.0,Moderate
A55577,C37008,09/01/2024,Accident on slippery road,3579.0,Major
A55578,C37008,20/11/2022,Front-end collision,1544.0,Severe
A55580,C37011,25/06/2022,Minor fender bender,4125.0,Major
A55581,C37011,30/08/2021,Scratched paint on rear bumper,1316.0,Moderate
A55584,C37016,12/11/2021,Hood dent from minor crash,3027.0,Minor
A55599,C37024,21/06/2023,Front-end collision,792.0,Minor
A55600,C37024,07/12/2023,Minor collision at roundabout,1948.0,Minor
A55601,C37025,28/01/2024,Accident on slippery road,4686.0,Moderate
A55602,C37025,03/08/2021,Side swipe from passing vehicle,799.0,Minor
A55608,C37028,09/01/2021,Side mirror broken,4505.0,Severe
A55609,C37029,29/11/2022,Front-end collision,2977.0,Minor
A55624,C37040,15/02/2025,Side mirror broken,2411.0,Major
A55625,C37040,04/03/2023,Minor parking lot accident,3775.0,Severe
A55629,C37043,17/08/2025,Door dent from tight parking,3512.0,Minor
A55636,C37050,28/10/2022,Head-on collision,2393.0,Severe
A55649,C37058,07/10/2024,Door dent from tight parking,536.0,Minor
A55650,C37058,03/12/2021,Damage from pothole incident,2170.0,Severe
A55654,C37060,27/09/2022,Door dent from tight parking,1401.0,Minor
A55656,C37062,05/09/2021,Minor fender bender,564.0,Minor
A55657,C37062,08/12/2021,Minor parking lot accident,2119.0,Major
A55661,C37065,16/08/2021,Scratched paint on rear bumper,4937.0,Moderate
A55672,C37070,20/01/2023,Front bumper scrape,1266.0,Severe
A55673,C37070,07/04/2021,Damage from pothole incident,387.0,Moderate
A55689,C37079,05/06/2025,Collision with pole,4484.0,Severe
A55690,C37079,10/08/2024,Rear quarter panel dent,1808.0,Moderate
A55691,C37079,11/01/2024,Parking lot scrape,2676.0,Severe
A55698,C37083,06/08/2024,Minor collision at roundabout,4953.0,Severe
A55699,C37083,29/11/2021,Scratched paint on rear bumper,1119.0,Severe
A55700,C37084,15/09/2023,Door dent from tight parking,1490.0,Minor
A55701,C37084,18/07/2021,Rear-end hit at traffic light,2260.0,Major
A55702,C37084,16/11/2023,Minor fender bender,3612.0,Moderate
A55703,C37085,01/01/2024,Accident on slippery road,1931.0,Minor
A55704,C37085,14/01/2023,Rear bumper collision,772.0,Major
A55714,C37093,25/05/2023,Hood dent from minor crash,638.0,Major
A55715,C37093,16/02/2022,Front-end collision,2837.0,Minor
A55721,C37096,27/04/2022,Parking lot scrape,3053.0,Severe
A55722,C37096,24/08/2021,Minor fender bender,3032.0,Major
A55726,C37101,30/05/2025,Parking lot scrape,222.0,Minor
A55727,C37101,26/11/2022,Side swipe from passing vehicle,4337.0,Minor
A55728,C37101,03/08/2024,Damage from pothole incident,1492.0,Minor
A55733,C37104,04/10/2020,Rear-end hit at traffic light,4129.0,Moderate
A55735,C37106,21/07/2023,Side panel scratch,2645.0,Severe
A55739,C37110,15/08/2023,Parking lot scrape,3309.0,Major
A55740,C37110,21/11/2024,Collision with pole,3165.0,Moderate
A55741,C37110,19/09/2024,Windshield damage,757.0,Moderate
A55742,C37112,18/02/2024,Minor collision at roundabout,4494.0,Major
A55744,C37114,22/01/2023,Front-end collision,4339.0,Minor
A55745,C37114,30/08/2021,Accident on slippery road,3877.0,Minor
A55746,C37114,18/03/2024,Scratched paint on rear bumper,3556.0,Moderate
A55754,C37121,10/07/2023,Side swipe from passing vehicle,3825.0,Moderate
A55755,C37121,15/11/2023,Collision with pole,4760.0,Severe
A55756,C37121,04/02/2023,Door dent from tight parking,608.0,Moderate
A55764,C37127,12/10/2022,Rear-end hit at traffic light,4457.0,Major
A55765,C37127,26/06/2023,Hood dent from minor crash,2446.0,Moderate
A55766,C37127,26/10/2020,Side mirror broken,544.0,Severe
A55771,C37131,12/11/2021,Collision with pole,3544.0,Major
A55772,C37131,03/09/2021,Side swipe from passing vehicle,1507.0,Moderate
A55787,C37138,06/11/2022,Hood dent from minor crash,1917.0,Severe
A55788,C37138,30/03/2023,Scratched paint on rear bumper,3839.0,Severe
A55789,C37138,31/01/2021,Minor fender bender,927.0,Severe
A55792,C37140,24/09/2021,Rear bumper collision,4259.0,Moderate
A55793,C37140,25/09/2022,Windshield damage,2305.0,Severe
A55795,C37142,15/08/2024,Rear quarter panel dent,4529.0,Severe
A55796,C37142,18/12/2024,Side mirror broken,3388.0,Severe
A55809,C37150,27/03/2021,Door dent from tight parking,1695.0,Minor
A55810,C37150,31/07/2025,Side swipe from passing vehicle,1302.0,Moderate
A55815,C37155,09/09/2023,Front bumper scrape,4189.0,Moderate
A55816,C37155,21/10/2023,Rear bumper collision,736.0,Moderate
A55817,C37155,16/12/2023,Minor collision at roundabout,2405.0,Major
A55818,C37156,24/05/2022,Rear quarter panel dent,3770.0,Minor
A55819,C37156,21/01/2025,Side swipe from passing vehicle,3083.0,Severe
A55820,C37156,04/05/2021,Head-on collision,693.0,Major
A55821,C37157,08/08/2022,Accident on slippery road,3315.0,Minor
A55822,C37157,03/01/2022,Minor fender bender,2818.0,Severe
A55823,C37157,06/08/2024,Side panel scratch,1056.0,Minor
A55844,C37173,26/05/2022,Side swipe from passing vehicle,4796.0,Major
A55845,C37173,26/04/2024,Accident on slippery road,1647.0,Moderate
A55846,C37173,20/04/2023,Front-end collision,3550.0,Minor
A55847,C37174,26/08/2023,Parking lot scrape,2699.0,Moderate
A55848,C37174,06/03/2025,Front-end collision,1221.0,Severe
A55851,C37176,10/11/2022,Door dent from tight parking,929.0,Major
A55860,C37182,02/11/2022,Side swipe from passing vehicle,403.0,Minor
A55861,C37182,21/06/2021,Minor collision at roundabout,1218.0,Severe
A55864,C37184,09/08/2025,Windshield damage,1168.0,Moderate
A55869,C37189,28/10/2023,Parking lot scrape,2899.0,Major
A55870,C37189,19/07/2022,Fender scratch from curb,2999.0,Severe
A55871,C37189,13/03/2022,Side panel scratch,2270.0,Severe
A55876,C37193,08/06/2023,Rear-end hit at traffic light,3103.0,Moderate
A55877,C37193,17/02/2025,Minor fender bender,1689.0,Moderate
A55878,C37193,26/08/2025,Door dent from tight parking,1397.0,Minor
A55879,C37194,24/03/2025,Head-on collision,2881.0,Severe
A55880,C37194,25/11/2023,Minor fender bender,1124.0,Severe
A55883,C37196,14/03/2025,Side swipe from passing vehicle,4405.0,Major
A55884,C37196,08/09/2020,Minor fender bender,2694.0,Minor
A55888,C37198,25/02/2024,Windshield damage,4266.0,Moderate
A55890,C37200,26/01/2023,Head-on collision,641.0,Severe
A55891,C37200,28/12/2021,Windshield damage,3304.0,Major
A55892,C37200,26/06/2022,Minor parking lot accident,4133.0,Major
A55899,C37203,19/09/2021,Collision with pole,3304.0,Major
A55900,C37203,27/12/2023,Head-on collision,1830.0,Severe
A55901,C37203,01/05/2025,Head-on collision,106.0,Moderate
A55916,C37214,14/07/2021,Parking lot scrape,4550.0,Severe
A55920,C37218,16/11/2021,Damage from pothole incident,4941.0,Minor
A55921,C37218,17/08/2024,Minor parking lot accident,4496.0,Severe
A55922,C37218,02/04/2022,Side swipe from passing vehicle,3767.0,Minor
A55923,C37219,14/05/2022,Minor fender bender,4551.0,Major
A55924,C37219,14/03/2023,Minor fender bender,2219.0,Moderate
A55931,C37223,30/04/2024,Minor fender bender,548.0,Minor
A55932,C37223,18/03/2023,Door dent from tight parking,2608.0,Moderate
A55933,C37224,02/12/2020,Minor collision at roundabout,828.0,Moderate
A55936,C37226,07/07/2025,Fender scratch from curb,2738.0,Severe
A55938,C37228,16/05/2023,Head-on collision,3207.0,Severe
A55939,C37228,25/10/2024,Front bumper scrape,2417.0,Moderate
A55953,C37237,20/01/2023,Scratched paint on rear bumper,2814.0,Severe
A55954,C37238,14/01/2024,Minor fender bender,3540.0,Moderate
A55955,C37238,18/12/2023,Accident on slippery road,2606.0,Severe
A55956,C37238,02/01/2025,Fender scratch from curb,2348.0,Moderate
A55964,C37243,27/08/2021,Rear bumper collision,3047.0,Moderate
A55971,C37248,14/10/2024,Head-on collision,1171.0,Major
A55972,C37248,06/05/2025,Accident on slippery road,1447.0,Major
A55973,C37249,06/03/2022,Door dent from tight parking,2033.0,Severe
A55974,C37249,29/05/2021,Front-end collision,1261.0,Severe
A55977,C37251,08/01/2022,Head-on collision,3755.0,Severe
A55978,C37251,24/10/2021,Tire puncture during accident,1864.0,Moderate
A55985,C37256,07/02/2025,Damage from pothole incident,1617.0,Moderate
A55986,C37256,26/07/2023,Front bumper scrape,3059.0,Severe
A56003,C37268,29/09/2022,Windshield damage,3852.0,Major
A56004,C37268,12/01/2023,Accident on slippery road,3229.0,Moderate
A56005,C37268,18/06/2021,Parking lot scrape,2256.0,Severe
A56009,C37271,20/12/2020,Windshield damage,4032.0,Severe
A56010,C37271,03/05/2021,Minor collision at roundabout,3331.0,Minor
A56011,C37271,20/01/2025,Door dent from tight parking,1995.0,Major
A56023,C37278,31/10/2024,Head-on collision,4753.0,Major
A56029,C37281,21/05/2024,Minor parking lot accident,2971.0,Severe
A56030,C37281,24/09/2024,Fender scratch from curb,366.0,Major
A56031,C37282,23/06/2023,Minor fender bender,2445.0,Major
A56032,C37282,05/02/2025,Head-on collision,2659.0,Major
A56033,C37282,21/01/2022,Minor fender bender,1639.0,Major
A56039,C37285,21/01/2021,Front bumper scrape,4183.0,Moderate
A56040,C37285,11/09/2023,Front bumper scrape,1304.0,Moderate
A56044,C37287,28/01/2021,Damage from pothole incident,3873.0,Major
A56045,C37287,21/04/2021,Minor collision at roundabout,3953.0,Major
A56046,C37287,08/02/2021,Damage from pothole incident,3746.0,Severe
A56053,C37294,25/11/2022,Side panel scratch,4739.0,Severe
A56054,C37294,03/05/2025,Rear quarter panel dent,1012.0,Severe
A56055,C37294,17/08/2024,Rear bumper collision,1141.0,Minor
A56056,C37295,03/05/2024,Rear quarter panel dent,4395.0,Severe
A56057,C37295,25/10/2020,Side swipe from passing vehicle,2350.0,Minor
A56058,C37296,12/07/2023,Rear quarter panel dent,2645.0,Severe
A56059,C37296,10/07/2021,Rear bumper collision,2856.0,Major
A56072,C37309,24/02/2022,Parking lot scrape,3228.0,Minor
A56073,C37309,25/11/2022,Side panel scratch,3687.0,Severe
A56079,C37313,23/10/2024,Door dent from tight parking,1513.0,Severe
A56080,C37313,18/03/2024,Front bumper scrape,1620.0,Minor
A56081,C37313,10/10/2021,Damage from pothole incident,258.0,Moderate
A56086,C37316,30/05/2024,Minor fender bender,194.0,Minor
A56087,C37316,08/04/2022,Tire puncture during accident,1083.0,Major
A56088,C37316,25/04/2025,Rear-end hit at traffic light,2522.0,Severe
A56090,C37318,28/06/2024,Side mirror broken,3306.0,Moderate
A56091,C37318,11/06/2022,Accident on slippery road,4005.0,Minor
A56092,C37318,09/06/2023,Windshield damage,4865.0,Major
A56093,C37319,17/08/2025,Accident on slippery road,147.0,Severe
A56094,C37319,06/01/2025,Side swipe from passing vehicle,1778.0,Moderate
